,index,genre,filename,year,old_index,source1,source2,sentence1,sentence2,score
1228,,,,,,,,"Elwin Hermanson and the SaskParty would put the future of our Crown corporations — and our economy — at risk,” the platform reads.","Elwin Hermanson and the Sask. Party would put the future of our Crown corporations - and our economy - at risk.""",5.0
5890,87.0,main-captions,MSRvid,2012test,126,none,none,A man and woman are talking.,A man and woman is eating.,1.6
1125,,,,,,,,The third case involved contracts signed by Sierra Pacific Resources SRP.N utility Nevada Power Co. and two municipal utilities.,A separate case seeking to renegotiate contracts was filed by Sierra Pacific Resources SRP.N utility Nevada Power Co. and two municipal utilities.,5.0
862,,,,,,,,The Bush administration said Monday it will propose a rule change allowing governors to seek exemptions from a policy blocking road-building in remote areas of national forests.,"The Bush administration wants to let governors seek exemptions from a ban on mining, drilling and logging in one-third of the national forests.",1.0
11428,5625.0,main-news,headlines,2016,627,Europe Media Monitor (http://emm.newsbrief.eu),Europe Media Monitor (http://emm.newsbrief.eu),Obama mulls limited military action in Syria,"Obama urges military action against Syria, but will seek Congress' OK",2.0
903,,,,,,,,Vial estimated that 250 to 500 vehicles were stranded overnight after the pass through the Siskiyou Mountains was closed Sunday night.,"John Vial, district manager for the Oregon Department of Transportation, estimated that 250 to 500 vehicles were stranded overnight after the Siskiyou Pass was closed Sunday night.",5.0
12718,,,SMTeuroparl,2012train,,,,"Firstly, simplification and clarification of the Treaties.","Firstly, that of a simplification of the Treaties.  ",4.2
2863,,,,,,,,"Gary Nicklaus, the 34-year-old son of Jack Nicklaus who is playing on a sponsor's exemption, birdied five of his first nine holes before faltering to a 69.","Gary Nicklaus, the 34-year-old son of the Golden Bear who is playing on a sponsor's exemption, birdied five of his first nine holes before shooting 69.",5.0
1491,,,,,,,,"Dean aides estimated the plan would cost about $88 billion annually, and Dean said he would pay for it by eliminating portions of Bush's tax cuts.",Dean said his plan would cost about $88 billion annually -- to be paid for by eliminating some of Bush's tax cuts.,5.0
13194,,,surprise.OnWN,2012test,,,,"a casual, brief meeting with someone",a casual or unexpected convergence.,2.5
3217,,,,,,,,Shares of the Smithfield rose more than 8 percent as the company said it expected the transaction to boost earnings immediately.,Smithfield shares rose more than 8 per cent yesterday as the company said it expected the transaction to boost earnings immediately.,5.0
10665,4862.0,main-news,headlines,2014,636,none,none,Officer injured in India anti-rape protests dies,Indian policeman injured in gang-rape protest dies,4.2
6660,857.0,main-captions,MSRvid,2012train,530,none,none,A group of girls are exiting a taxi.,A video clip of Rihanna leaving a taxi.,2.0
9776,3973.0,main-news,headlines,2013,277,none,none,Warship sets sail for Falklands,British Warship Sets Sail for Falklands,3.8
15921,,,tweet-news,2014,,,,NYTimes: #Queens #School Is Locked Down After #Gun Is Found in 7-Year-Old?s Backpack  is there no end?,Gun Found in 7-Year-Old?s Backpack at Queens School,4.0
11193,5390.0,main-news,headlines,2015,1091,none,none,Ukraine‚Äôs pro-Russia protesters demand greater autonomy,Sudanese protesters demand the regime's ouster,1.4
2300,,,,,,,,"""Canada is a small country, and it needs companies like this, deals like this.""","A passionate nationalist, Mr. D'Alessandro said: ""Canada is a small country, and we need more companies like this.""",1.0
6807,1004.0,main-captions,images,2014,6,none,none,A passenger train waiting in a station.,A passenger train sits in the station.,4.8
4610,,,,,,,,"The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.","The Standard and Poor's 500-stock index, a broad collection of equities representing leading companies, finished its best quarter yesterday since the last three months of 1998.",5.0
3415,,,,,,,,"About 130,000 U.S. troops remain in Iraq, with others deployed in Afghanistan, South Korea and elsewhere.","About 130,000 US soldiers remain in Iraq, with others serving in Afghanistan, South Korea, Japan, Germany and elsewhere.",5.0
1352,,,,,,,,"""Due to economic and creative realities, many key people will not be returning,"" producer David E. Kelley said in a statement.","""Due to economic and creative realities, many key people will not be returning, including Dylan,"" Kelley said Monday.",5.0
4341,,,,,,,,"Schools Chancellor Joel Klein said the push for higher standards and accountability ""is showing results.""",Schools Chancellor Joel Klein said he was pleased by the results.,1.0
10867,5064.0,main-news,headlines,2015,274,none,none,Dozens killed in Russian plane crash,Ten killed in Alaska plane crash,1.4
16195,,,belief,2015,,,,i have to say im bad and have called in sick before when i wasnt really sick.,i have called in sick when i wasn't cat...not,4.2
10943,5140.0,main-news,headlines,2015,478,none,none,Prince George is christened at St James's Palace,Prince George christened in London,3.8
518,,,,,,,,"ImClone Systems Inc. and OSI Pharmaceuticals Inc. are developing similar medications, designed to target tumor cells while sparing healthy ones.","Iressa is similar to medicines being developed by ImClone Systems Inc. and OSI Pharmaceuticals Inc., designed to precisely target tumor cells while sparing healthy ones.",5.0
11463,5660.0,main-news,headlines,2016,886,Europe Media Monitor (http://emm.newsbrief.eu),Europe Media Monitor (http://emm.newsbrief.eu),Singapore shares open 0.83% higher on Wednesday,Singapore shares open 0.06% lower on Tuesday,1.0
6232,429.0,main-captions,MSRvid,2012test,642,none,none,The woman is pencilling on eye shadow.,The girl is using an eye pencil on her eyelid.,2.8
9620,3817.0,main-news,headlines,2013,86,none,none,Suspected al-Qaeda financier arrested in France,Three al Qaeda suspects arrested in Spain,1.6
11157,5354.0,main-news,headlines,2015,989,none,none,Cairo protesters defy crackdown threat,"In Cairo Camps, Protesters Dig in and Live On",3.6
3850,,,,,,,,"Sen. Patrick Leahy of Vermont, the committee's senior Democrat, later said the problem is serious but called Hatch's suggestion too drastic.","Sen. Patrick Leahy, the committee's senior Democrat, later said the problem is serious but called Hatch's idea too drastic a remedy to be considered.",5.0
10534,4731.0,main-news,headlines,2014,475,none,none,Car bombing kills 17 in Pakistan,Suicide bomber kills 10 in Pakistan,2.6
6677,874.0,main-captions,MSRvid,2012train,557,none,none,A man is playing an electronic keyboard.,A band is playing instruments.,1.25
13169,,,surprise.OnWN,2012test,,,,prove or corroborate,establish or strengthen as with new evidence or facts.,2.25
14550,,,OnWN,2013,,,,presentation of a musical theme,(music) the presentation of a musical theme.,5.0
15968,,,tweet-news,2014,,,,#Google Gains From Creating Apps for #iPhone. Google Maps is #1 #App.,Google Gains From Creating Apps for the Opposition,3.2
286,,,,,,,,The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.,"The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds.",5.0
2233,,,,,,,,"The hearing came one day after the Pentagon for the first time singled out an officer, Dallager, for failing to address the scandal.","The hearing occurred a day after the Pentagon for the first time singled out an officer, Dallager, for not addressing the scandal.",5.0
5554,,,,,,,,"According to the survey, last years identity theft losses to businesses and financial institutions totaled nearly $48 billion and consumer victims reported $5 billion in out-of-pocket expenses.","Identity theft cost businesses and financial institutions nearly $48 billion and consumer victims reported $5 billion in out-of-pocket expenses last year, according to the FTC.",5.0
1771,,,,,,,,"The group will be headed by State Department official John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan.","The group will be headed by John S. Wolf, an assistant secretary of state who has served in Australia, Vietnam, Greece and Pakistan.",5.0
4132,,,,,,,,House Democrats renewed their push Wednesday for a deeper investigation into the handling of intelligence on Iraq's weapons program.,Harman sought to strike a balance as some Democrats pushed for deeper investigations into intelligence on Iraq's weapons programs.,1.0
11987,,,SMTeuroparl,2012test,,,,"The standards are scarcely comparable, let alone transferable.","The rules are comparable only good, let alone.",3.0
15200,,,OnWN,2014,,,,remove from a place or from office,remove from a contest or race.,1.2
5249,,,,,,,,It also offers a built-in NAND flash boot loader so that high-density NAND flash memory can be used without having to install an additional support chip.,"The S3C2440 has a built-in NAND flash boot loader, for example, so that high-density NAND flash memory can be installed without an additional support chip.",5.0
6289,486.0,main-captions,MSRvid,2012test,738,none,none,A man is smoking.,The man sat in his suit and smoked.,4.0
1011,,,,,,,,"""We've got quality players,"" said Pirates manager Lloyd McClendon.","There was some counterpunching out there, Manager Lloyd McClendon said.",1.0
487,,,,,,,,"""The case has been ready to go for some time,"" said FBI Special Agent Craig Dahle in Birmingham.","""The case has been ready to go for some time,"" said Dahle, a spokesman for the Birmingham office.",5.0
